Gene stable ID	Gene stable ID version	Human gene name	Mouse gene name	Gene name
ENSMMUG00000008969	ENSMMUG00000008969.3	FANCD2OS	Fancd2os	FANCD2OS
ENSMMUG00000042842	ENSMMUG00000042842.1	MIR20B		mml-mir-20b
ENSMMUG00000037791	ENSMMUG00000037791.1			
ENSMMUG00000035386	ENSMMUG00000035386.2		Gm24786	RF00001
ENSMMUG00000041044	ENSMMUG00000041044.1			RF00017
ENSMMUG00000012058	ENSMMUG00000012058.3	GEN1	Gen1	GEN1
ENSMMUG00000034999	ENSMMUG00000034999.2			RF00001
ENSMMUG00000036592	ENSMMUG00000036592.2			
ENSMMUG00000000013	ENSMMUG00000000013.3	KATNBL1	Katnbl1	KATNBL1
ENSMMUG00000023261	ENSMMUG00000023261.3	SNRNP200	Snrnp200	SNRNP200
ENSMMUG00000011413	ENSMMUG00000011413.3	ASIC2	Asic2	ASIC2
ENSMMUG00000044450	ENSMMUG00000044450.1	RF00019		RF00019
ENSMMUG00000040929	ENSMMUG00000040929.1			MIR526B
ENSMMUG00000028494	ENSMMUG00000028494.2	RNU6-284P	Gm22301	RF00026
ENSMMUG00000033558	ENSMMUG00000033558.2			
ENSMMUG00000046839	ENSMMUG00000046839.1	RN7SL516P		RF00017
ENSMMUG00000044421	ENSMMUG00000044421.1	RF00019		RF00019
ENSMMUG00000035236	ENSMMUG00000035236.2	RN7SKP200	Gm22143	RF00100
ENSMMUG00000038601	ENSMMUG00000038601.1			
ENSMMUG00000043677	ENSMMUG00000043677.1			
ENSMMUG00000023943	ENSMMUG00000023943.2	RNU6-851P		RF00026
ENSMMUG00000046777	ENSMMUG00000046777.1			
ENSMMUG00000010773	ENSMMUG00000010773.2	NDUFS5	Ndufs5	
ENSMMUG00000039831	ENSMMUG00000039831.1	RNU6-1189P	Gm25739	RF00026
ENSMMUG00000039831	ENSMMUG00000039831.1	RNU6-1189P	Gm25626	RF00026
ENSMMUG00000039831	ENSMMUG00000039831.1	RNU6-1189P	Gm25327	RF00026
ENSMMUG00000039831	ENSMMUG00000039831.1	RNU6-1189P	Gm24646	RF00026
ENSMMUG00000037405	ENSMMUG00000037405.2			RF00001
ENSMMUG00000046843	ENSMMUG00000046843.1	RN7SL424P		RF00017
ENSMMUG00000008440	ENSMMUG00000008440.2	GMCL2	Gmcl1	GMCL2
ENSMMUG00000019925	ENSMMUG00000019925.3	DGCR2	Gm20518	DGCR2
ENSMMUG00000019925	ENSMMUG00000019925.3	DGCR2	Dgcr2	DGCR2
ENSMMUG00000037315	ENSMMUG00000037315.2			
ENSMMUG00000004740	ENSMMUG00000004740.3	MCAT	Mcat	MCAT
ENSMMUG00000028369	ENSMMUG00000028369.2			RF00001
ENSMMUG00000003715	ENSMMUG00000003715.2	SLITRK1	Slitrk1	SLITRK1
ENSMMUG00000039145	ENSMMUG00000039145.1	MIR518E		
ENSMMUG00000039719	ENSMMUG00000039719.1	RF00019		RF00019
ENSMMUG00000023070	ENSMMUG00000023070.3	KAZN	Kazn	KAZN
ENSMMUG00000033019	ENSMMUG00000033019.2			
ENSMMUG00000007799	ENSMMUG00000007799.3	LASP1	Lasp1	LASP1
ENSMMUG00000038129	ENSMMUG00000038129.1			
ENSMMUG00000026521	ENSMMUG00000026521.2	RF00019		RF00019
ENSMMUG00000026928	ENSMMUG00000026928.2	MIR218-2	Mir218-2	mml-mir-218-2
ENSMMUG00000034959	ENSMMUG00000034959.2	RN7SKP191		RF00100
ENSMMUG00000035737	ENSMMUG00000035737.2	SNORA9	Gm25800	RF00411
ENSMMUG00000035737	ENSMMUG00000035737.2	SNORA9	Gm23626	RF00411
ENSMMUG00000035737	ENSMMUG00000035737.2	SNORA9	Snora9	RF00411
ENSMMUG00000040440	ENSMMUG00000040440.1	RN7SL74P		RF00017
ENSMMUG00000013627	ENSMMUG00000013627.3	GML	Gml2	GML
ENSMMUG00000013627	ENSMMUG00000013627.3	GML	Gml	GML
ENSMMUG00000035519	ENSMMUG00000035519.2			RF00001
ENSMMUG00000039467	ENSMMUG00000039467.1			
ENSMMUG00000045481	ENSMMUG00000045481.1			
ENSMMUG00000033659	ENSMMUG00000033659.2	MIR1208		MIR1208
ENSMMUG00000026900	ENSMMUG00000026900.2	MIR422A		mml-mir-422a
ENSMMUG00000047549	ENSMMUG00000047549.1	TAS2R60	Tas2r135	
ENSMMUG00000047951	ENSMMUG00000047951.1	RN7SL417P		RF00017
ENSMMUG00000047951	ENSMMUG00000047951.1	RF00017		RF00017
ENSMMUG00000047951	ENSMMUG00000047951.1	RN7SL818P		RF00017
ENSMMUG00000047951	ENSMMUG00000047951.1	RN7SL428P		RF00017
ENSMMUG00000047951	ENSMMUG00000047951.1	RN7SL331P		RF00017
ENSMMUG00000047951	ENSMMUG00000047951.1	RN7SL736P		RF00017
ENSMMUG00000047951	ENSMMUG00000047951.1	RN7SL725P		RF00017
ENSMMUG00000048954	ENSMMUG00000048954.1			mml-mir-633
ENSMMUG00000032964	ENSMMUG00000032964.2		Gm27952	RF00001
ENSMMUG00000028528	ENSMMUG00000028528.2	RF00019		RF00019
ENSMMUG00000039703	ENSMMUG00000039703.1			
ENSMMUG00000014660	ENSMMUG00000014660.3	FN3KRP	Fn3krp	FN3KRP
ENSMMUG00000032715	ENSMMUG00000032715.2			
ENSMMUG00000040676	ENSMMUG00000040676.1	RNU6-41P		RF00026
ENSMMUG00000040676	ENSMMUG00000040676.1	RNU6-877P		RF00026
ENSMMUG00000042751	ENSMMUG00000042751.1	IL1B	Il1b	IL1B
ENSMMUG00000047728	ENSMMUG00000047728.1		n-R5s197	RF00001
ENSMMUG00000047728	ENSMMUG00000047728.1		n-R5s29	RF00001
ENSMMUG00000044676	ENSMMUG00000044676.1			
ENSMMUG00000019052	ENSMMUG00000019052.2	OR6C2	Olfr791	OR6C2
ENSMMUG00000046683	ENSMMUG00000046683.1		Enoph1	
ENSMMUG00000028440	ENSMMUG00000028440.2	RNU6-804P	Gm24388	RF00026
ENSMMUG00000045505	ENSMMUG00000045505.1	RF00019		RF00019
ENSMMUG00000042792	ENSMMUG00000042792.1	RN7SL847P		RF00017
ENSMMUG00000034078	ENSMMUG00000034078.2			
ENSMMUG00000008709	ENSMMUG00000008709.3	CHIT1	Chit1	CHIT1
ENSMMUG00000027265	ENSMMUG00000027265.2	MIR599		mml-mir-599
ENSMMUG00000037679	ENSMMUG00000037679.1			
ENSMMUG00000029761	ENSMMUG00000029761.2	CU639417.1	Hist1h2bk	
ENSMMUG00000029761	ENSMMUG00000029761.2	H2BFS	Hist1h2bk	
ENSMMUG00000035348	ENSMMUG00000035348.2	RN7SKP172		RF00100
ENSMMUG00000039169	ENSMMUG00000039169.1	NMUR1	Nmur1	NMUR1
ENSMMUG00000042107	ENSMMUG00000042107.1	RN7SL3	Rn7s6	RF00017
ENSMMUG00000040084	ENSMMUG00000040084.1	MIR197		mml-mir-197
ENSMMUG00000037956	ENSMMUG00000037956.1	RF00019		RF00019
ENSMMUG00000032863	ENSMMUG00000032863.2			mml-mir-633
ENSMMUG00000021474	ENSMMUG00000021474.3	ZNF45	Zfp94	ZNF45
ENSMMUG00000026636	ENSMMUG00000026636.2	RNU6-944P	Gm25322	RF00026
ENSMMUG00000046921	ENSMMUG00000046921.1			
ENSMMUG00000028453	ENSMMUG00000028453.2	RNU6-806P		RF00026
ENSMMUG00000048417	ENSMMUG00000048417.1		n-R5s85	RF00001
ENSMMUG00000037044	ENSMMUG00000037044.2			
ENSMMUG00000035263	ENSMMUG00000035263.2			RF00019
ENSMMUG00000043143	ENSMMUG00000043143.1			
ENSMMUG00000029348	ENSMMUG00000029348.2	PSMC6	Psmc6	
ENSMMUG00000048508	ENSMMUG00000048508.1		n-R5s33	RF00001
ENSMMUG00000035778	ENSMMUG00000035778.2	RN7SKP196	Gm24113	RF00100
ENSMMUG00000046663	ENSMMUG00000046663.1	RN7SL416P	Gm27853	RF00017
ENSMMUG00000046790	ENSMMUG00000046790.1			
ENSMMUG00000000826	ENSMMUG00000000826.3	STOX1	Stox1	STOX1
ENSMMUG00000035383	ENSMMUG00000035383.2	RNU6-552P		RF00026
ENSMMUG00000037390	ENSMMUG00000037390.2			RF00019
ENSMMUG00000040063	ENSMMUG00000040063.1	FNDC10	Fndc10	FNDC10
ENSMMUG00000042094	ENSMMUG00000042094.1			
ENSMMUG00000033236	ENSMMUG00000033236.2			
ENSMMUG00000039543	ENSMMUG00000039543.1	RN7SL148P		RF00017
ENSMMUG00000026944	ENSMMUG00000026944.2	MIR197		mml-mir-197
ENSMMUG00000048793	ENSMMUG00000048793.1			
ENSMMUG00000005404	ENSMMUG00000005404.3	ZNF25	Zfp9	
ENSMMUG00000044142	ENSMMUG00000044142.1		Ndufb8	
ENSMMUG00000048977	ENSMMUG00000048977.1	MIR548AA1		
ENSMMUG00000000377	ENSMMUG00000000377.3	TNFRSF1A	Tnfrsf1a	TNFRSF1A
ENSMMUG00000033245	ENSMMUG00000033245.2	RNU6-763P		RF00026
ENSMMUG00000040560	ENSMMUG00000040560.1	RN7SL658P	Gm22876	RF00017
ENSMMUG00000043045	ENSMMUG00000043045.1	RF00019		RF00019
ENSMMUG00000036146	ENSMMUG00000036146.2	RNA5S9		RF00001
ENSMMUG00000045451	ENSMMUG00000045451.1			
ENSMMUG00000035510	ENSMMUG00000035510.2			RF00001
ENSMMUG00000010565	ENSMMUG00000010565.3	DIP2B	Dip2b	DIP2B
ENSMMUG00000024442	ENSMMUG00000024442.2	RN7SKP87		RF00100
ENSMMUG00000039857	ENSMMUG00000039857.1			
ENSMMUG00000043470	ENSMMUG00000043470.1			
ENSMMUG00000048702	ENSMMUG00000048702.1			
ENSMMUG00000027321	ENSMMUG00000027321.2	RF00019	Gm24184	RF00019
ENSMMUG00000037943	ENSMMUG00000037943.1			
ENSMMUG00000001158	ENSMMUG00000001158.3	HAUS3	Haus3	HAUS3
ENSMMUG00000043210	ENSMMUG00000043210.1			
ENSMMUG00000039270	ENSMMUG00000039270.1			
ENSMMUG00000026953	ENSMMUG00000026953.2		Mir141	mml-mir-141
ENSMMUG00000037602	ENSMMUG00000037602.1	RNU6-152P		RF00026
ENSMMUG00000041146	ENSMMUG00000041146.1	RF00017		RF00017
ENSMMUG00000013797	ENSMMUG00000013797.3	GFPT1	Gfpt1	GFPT1
ENSMMUG00000048244	ENSMMUG00000048244.1			
ENSMMUG00000016657	ENSMMUG00000016657.3	PPP4R3C	4932429P05Rik	PPP4R3C
ENSMMUG00000016657	ENSMMUG00000016657.3	PPP4R3C	4930415L06Rik	PPP4R3C
ENSMMUG00000045151	ENSMMUG00000045151.1			
ENSMMUG00000028809	ENSMMUG00000028809.2	ZNF429	Gm28168	ZNF429
ENSMMUG00000028809	ENSMMUG00000028809.2	ZNF429	Zfp54	ZNF429
ENSMMUG00000028809	ENSMMUG00000028809.2	ZNF429	Gm28360	ZNF429
ENSMMUG00000028809	ENSMMUG00000028809.2	ZNF429	2610021A01Rik	ZNF429
ENSMMUG00000028809	ENSMMUG00000028809.2	ZNF429	Gm7145	ZNF429
ENSMMUG00000020125	ENSMMUG00000020125.3	SENP1	Senp1	
ENSMMUG00000025180	ENSMMUG00000025180.2	RF00411	Gm24438	RF00411
ENSMMUG00000048939	ENSMMUG00000048939.1			
ENSMMUG00000027712	ENSMMUG00000027712.2	RNU4-17P		RF00015
ENSMMUG00000043465	ENSMMUG00000043465.1			
ENSMMUG00000041775	ENSMMUG00000041775.1	RN7SL160P		RF00017
ENSMMUG00000015516	ENSMMUG00000015516.3	MTERF1	Mterf1a	MTERF1
ENSMMUG00000015516	ENSMMUG00000015516.3	MTERF1	Mterf1b	MTERF1
ENSMMUG00000037441	ENSMMUG00000037441.2			RF00019
ENSMMUG00000036355	ENSMMUG00000036355.2		Gm22164	RF00001
ENSMMUG00000036355	ENSMMUG00000036355.2		Gm22968	RF00001
ENSMMUG00000036321	ENSMMUG00000036321.2		Gm23026	RF00026
ENSMMUG00000032641	ENSMMUG00000032641.2			
ENSMMUG00000007220	ENSMMUG00000007220.3	ACADM	Acadm	ACADM
ENSMMUG00000034708	ENSMMUG00000034708.2			RF00001
ENSMMUG00000041202	ENSMMUG00000041202.1			
ENSMMUG00000048539	ENSMMUG00000048539.1	RF00019		RF00019
ENSMMUG00000025384	ENSMMUG00000025384.2	RNU6-1107P	Gm23104	RF00026
ENSMMUG00000033843	ENSMMUG00000033843.2			
ENSMMUG00000046714	ENSMMUG00000046714.1			
ENSMMUG00000033102	ENSMMUG00000033102.2	MIR181B2	Mir181b-2	mml-mir-181b-2
ENSMMUG00000040873	ENSMMUG00000040873.1	RF00017		RF00017
ENSMMUG00000040873	ENSMMUG00000040873.1	RN7SL196P		RF00017
ENSMMUG00000040873	ENSMMUG00000040873.1	RN7SL673P		RF00017
ENSMMUG00000040873	ENSMMUG00000040873.1	RN7SL796P		RF00017
ENSMMUG00000040873	ENSMMUG00000040873.1	RN7SL106P		RF00017
ENSMMUG00000040873	ENSMMUG00000040873.1	RN7SL759P		RF00017
ENSMMUG00000040873	ENSMMUG00000040873.1	RN7SL536P		RF00017
ENSMMUG00000040873	ENSMMUG00000040873.1	RN7SL628P		RF00017
ENSMMUG00000040873	ENSMMUG00000040873.1	RN7SL469P		RF00017
ENSMMUG00000040873	ENSMMUG00000040873.1	RN7SL238P		RF00017
ENSMMUG00000040873	ENSMMUG00000040873.1	RN7SL719P		RF00017
ENSMMUG00000040873	ENSMMUG00000040873.1	RN7SL539P		RF00017
ENSMMUG00000040873	ENSMMUG00000040873.1	RN7SL545P		RF00017
ENSMMUG00000040873	ENSMMUG00000040873.1	RN7SL495P		RF00017
ENSMMUG00000040873	ENSMMUG00000040873.1	RN7SL286P		RF00017
ENSMMUG00000040873	ENSMMUG00000040873.1	RN7SL82P		RF00017
ENSMMUG00000040873	ENSMMUG00000040873.1	RN7SL185P		RF00017
ENSMMUG00000021817	ENSMMUG00000021817.3	DCT	Dct	DCT
ENSMMUG00000011228	ENSMMUG00000011228.3	AP5Z1	Ap5z1	AP5Z1
ENSMMUG00000032795	ENSMMUG00000032795.2	MIR579		mml-mir-579
ENSMMUG00000010818	ENSMMUG00000010818.3	PKD2L1	Pkd2l1	PKD2L1
ENSMMUG00000044774	ENSMMUG00000044774.1		Bola2	
ENSMMUG00000039789	ENSMMUG00000039789.1			
ENSMMUG00000042959	ENSMMUG00000042959.1			
ENSMMUG00000034334	ENSMMUG00000034334.2			RF00001
ENSMMUG00000032390	ENSMMUG00000032390.2	NXF2	Nxf2	
ENSMMUG00000032390	ENSMMUG00000032390.2	NXF2	Nxf7	
ENSMMUG00000032390	ENSMMUG00000032390.2	NXF2B	Nxf2	
ENSMMUG00000032390	ENSMMUG00000032390.2	NXF2B	Nxf7	
ENSMMUG00000025376	ENSMMUG00000025376.2	RNU4-90P		RF00015
ENSMMUG00000040625	ENSMMUG00000040625.1			
ENSMMUG00000032910	ENSMMUG00000032910.2	RNU6-932P	Gm22612	RF00026
ENSMMUG00000013737	ENSMMUG00000013737.3	CA10	Car10	CA10
ENSMMUG00000043857	ENSMMUG00000043857.1	RN7SL152P		RF00017
ENSMMUG00000048452	ENSMMUG00000048452.1	RF00019		RF00019
ENSMMUG00000025524	ENSMMUG00000025524.3			RF00001
ENSMMUG00000033831	ENSMMUG00000033831.2			
ENSMMUG00000041719	ENSMMUG00000041719.1	COX7C	Cox7c	
ENSMMUG00000043074	ENSMMUG00000043074.1			
ENSMMUG00000033607	ENSMMUG00000033607.2			
ENSMMUG00000048587	ENSMMUG00000048587.1			
ENSMMUG00000025206	ENSMMUG00000025206.2	RNU6-988P		RF00026
ENSMMUG00000040918	ENSMMUG00000040918.1		Ostc	
ENSMMUG00000034529	ENSMMUG00000034529.2			RF00026
ENSMMUG00000040306	ENSMMUG00000040306.1	RF00019		RF00019
ENSMMUG00000048603	ENSMMUG00000048603.1	RF00017		RF00017
ENSMMUG00000013119	ENSMMUG00000013119.3	DISC1	Disc1	DISC1
ENSMMUG00000002016	ENSMMUG00000002016.3	IL9R	Il9r	
ENSMMUG00000038141	ENSMMUG00000038141.1	RN7SL680P		RF00017
ENSMMUG00000037630	ENSMMUG00000037630.1			
ENSMMUG00000046814	ENSMMUG00000046814.1			
ENSMMUG00000044013	ENSMMUG00000044013.1			RF00001
ENSMMUG00000026756	ENSMMUG00000026756.3		Gm25800	RF00411
ENSMMUG00000026756	ENSMMUG00000026756.3		Gm23626	RF00411
ENSMMUG00000026756	ENSMMUG00000026756.3		Snora9	RF00411
ENSMMUG00000015480	ENSMMUG00000015480.3		Magohb	
ENSMMUG00000042582	ENSMMUG00000042582.1			RF00026
ENSMMUG00000046421	ENSMMUG00000046421.1			
ENSMMUG00000028431	ENSMMUG00000028431.2			RF00001
ENSMMUG00000048192	ENSMMUG00000048192.1			
ENSMMUG00000027985	ENSMMUG00000027985.2			RF00026
ENSMMUG00000044150	ENSMMUG00000044150.1	RF00019		RF00019
ENSMMUG00000027360	ENSMMUG00000027360.2	RNU4-79P		RF00015
ENSMMUG00000021943	ENSMMUG00000021943.2	SLC25A2	Slc25a2	SLC25A2
ENSMMUG00000035134	ENSMMUG00000035134.2			RF00019
ENSMMUG00000036970	ENSMMUG00000036970.2	RF00019		RF00019
ENSMMUG00000034731	ENSMMUG00000034731.2			
ENSMMUG00000045921	ENSMMUG00000045921.1	COX7C	Cox7c	
ENSMMUG00000039923	ENSMMUG00000039923.1	RN7SL801P		RF00017
ENSMMUG00000038071	ENSMMUG00000038071.1			
ENSMMUG00000026874	ENSMMUG00000026874.2	MIR219A2	Mir219a-2	mml-mir-219-2
ENSMMUG00000039384	ENSMMUG00000039384.1	RN7SL225P		RF00017
ENSMMUG00000028605	ENSMMUG00000028605.2			
ENSMMUG00000043097	ENSMMUG00000043097.1			RF00001
ENSMMUG00000047373	ENSMMUG00000047373.1			
ENSMMUG00000038512	ENSMMUG00000038512.1	RNU6-690P	Gm25552	RF00026
ENSMMUG00000041709	ENSMMUG00000041709.1		Mrps17	
ENSMMUG00000034406	ENSMMUG00000034406.2		Gm25154	RF00001
ENSMMUG00000047953	ENSMMUG00000047953.1			MIR518A-3
ENSMMUG00000027669	ENSMMUG00000027669.2	RNY1P7		RF00019
ENSMMUG00000043158	ENSMMUG00000043158.1			
ENSMMUG00000024307	ENSMMUG00000024307.2	RNU4-50P		RF00015
ENSMMUG00000043861	ENSMMUG00000043861.1			
ENSMMUG00000039542	ENSMMUG00000039542.1			RF00026
ENSMMUG00000013615	ENSMMUG00000013615.3	SPACA7	Spaca7	SPACA7
ENSMMUG00000047361	ENSMMUG00000047361.1			
ENSMMUG00000023856	ENSMMUG00000023856.2	RF00019		RF00019
ENSMMUG00000035118	ENSMMUG00000035118.2			
ENSMMUG00000014473	ENSMMUG00000014473.3	POPDC3	Popdc3	POPDC3
ENSMMUG00000043467	ENSMMUG00000043467.1			RF00017
ENSMMUG00000038744	ENSMMUG00000038744.1			
ENSMMUG00000031831	ENSMMUG00000031831.2	IL23A	Il23a	IL23A
ENSMMUG00000012605	ENSMMUG00000012605.3	SLCO2A1	Slco2a1	SLCO2A1
ENSMMUG00000048294	ENSMMUG00000048294.1			
ENSMMUG00000037754	ENSMMUG00000037754.1	RN7SL786P		RF00017
ENSMMUG00000027031	ENSMMUG00000027031.2	MIR135A1	Mir135a-1	mml-mir-135a-1
ENSMMUG00000044835	ENSMMUG00000044835.1			
ENSMMUG00000020597	ENSMMUG00000020597.3	ACSS1	Acss1	ACSS1
ENSMMUG00000023961	ENSMMUG00000023961.2	SNORA44	Snora44	RF00405
ENSMMUG00000037996	ENSMMUG00000037996.1			
ENSMMUG00000032429	ENSMMUG00000032429.2	FOXO4	Foxo4	FOXO4
ENSMMUG00000025547	ENSMMUG00000025547.2			RF00001
ENSMMUG00000025395	ENSMMUG00000025395.2	RNU4-58P		RF00015
ENSMMUG00000034268	ENSMMUG00000034268.2			RF00001
ENSMMUG00000037206	ENSMMUG00000037206.2	RNU6-75P		RF00026
ENSMMUG00000044647	ENSMMUG00000044647.1			RF00026
ENSMMUG00000038749	ENSMMUG00000038749.1	RF00019		RF00019
ENSMMUG00000040497	ENSMMUG00000040497.1			
ENSMMUG00000011437	ENSMMUG00000011437.3	AR	Ar	AR
ENSMMUG00000037883	ENSMMUG00000037883.1			
ENSMMUG00000047720	ENSMMUG00000047720.1			
ENSMMUG00000048832	ENSMMUG00000048832.1	RN7SL462P		RF00017
ENSMMUG00000048832	ENSMMUG00000048832.1	RN7SL640P		RF00017
ENSMMUG00000048832	ENSMMUG00000048832.1	RN7SL343P		RF00017
ENSMMUG00000048832	ENSMMUG00000048832.1	RN7SL422P		RF00017
ENSMMUG00000042045	ENSMMUG00000042045.1			
ENSMMUG00000038470	ENSMMUG00000038470.1	MIR138-1		MIR138-1
ENSMMUG00000037974	ENSMMUG00000037974.1			
ENSMMUG00000039429	ENSMMUG00000039429.1			RF00019
ENSMMUG00000042652	ENSMMUG00000042652.1	RN7SL271P		RF00017
ENSMMUG00000010313	ENSMMUG00000010313.3	KIF3A	Kif3a	KIF3A
ENSMMUG00000026243	ENSMMUG00000026243.2	RNU6-154P		RF00026
ENSMMUG00000046005	ENSMMUG00000046005.1			
ENSMMUG00000033678	ENSMMUG00000033678.2			
ENSMMUG00000032380	ENSMMUG00000032380.2	H2BFWT	H2bfm	H2BFWT
ENSMMUG00000047940	ENSMMUG00000047940.1			
ENSMMUG00000009567	ENSMMUG00000009567.3	GLYR1	Glyr1	GLYR1
ENSMMUG00000023225	ENSMMUG00000023225.3	E2F6	E2f6	E2F6
ENSMMUG00000043890	ENSMMUG00000043890.1			MIR518A-2
ENSMMUG00000027617	ENSMMUG00000027617.2	RNU4-44P		RF00015
ENSMMUG00000048680	ENSMMUG00000048680.1	MIR501	Mir501	mml-mir-501
ENSMMUG00000043765	ENSMMUG00000043765.1			RF00001
ENSMMUG00000037142	ENSMMUG00000037142.2			RF00001
ENSMMUG00000004251	ENSMMUG00000004251.3	LPIN3	Lpin3	LPIN3
ENSMMUG00000033497	ENSMMUG00000033497.2			
ENSMMUG00000001011	ENSMMUG00000001011.3			
ENSMMUG00000039990	ENSMMUG00000039990.1			
ENSMMUG00000008050	ENSMMUG00000008050.3	HS3ST3A1	Hs3st3a1	HS3ST3A1
ENSMMUG00000037763	ENSMMUG00000037763.1	RF00019		RF00019
ENSMMUG00000029538	ENSMMUG00000029538.2			
ENSMMUG00000042388	ENSMMUG00000042388.1	RN7SL402P		RF00017
ENSMMUG00000027608	ENSMMUG00000027608.2	RF00019		RF00019
ENSMMUG00000037505	ENSMMUG00000037505.1	RN7SL420P		RF00017
ENSMMUG00000047675	ENSMMUG00000047675.1			
ENSMMUG00000033839	ENSMMUG00000033839.2			
ENSMMUG00000033981	ENSMMUG00000033981.2			
ENSMMUG00000035629	ENSMMUG00000035629.2	RNU6-1161P		RF00026
ENSMMUG00000035742	ENSMMUG00000035742.2	RF00405	Gm22341	RF00405
ENSMMUG00000015055	ENSMMUG00000015055.2	BMP10	Bmp10	BMP10
ENSMMUG00000016736	ENSMMUG00000016736.3	RNF115	Rnf115	RNF115
ENSMMUG00000040496	ENSMMUG00000040496.1			
ENSMMUG00000025698	ENSMMUG00000025698.2	RNU4-8P		RF00015
ENSMMUG00000046153	ENSMMUG00000046153.1	MIR500B		
ENSMMUG00000047073	ENSMMUG00000047073.1	RN7SL81P		RF00017
ENSMMUG00000039785	ENSMMUG00000039785.1	RF00019		RF00019
ENSMMUG00000047069	ENSMMUG00000047069.1			RF00001
ENSMMUG00000045889	ENSMMUG00000045889.1	RF00019		RF00019
ENSMMUG00000036806	ENSMMUG00000036806.2			RF00026
ENSMMUG00000045500	ENSMMUG00000045500.1			
ENSMMUG00000045173	ENSMMUG00000045173.1	RN7SL203P		RF00017
ENSMMUG00000025101	ENSMMUG00000025101.3	RF00019		RF00019
ENSMMUG00000032782	ENSMMUG00000032782.2			
ENSMMUG00000037368	ENSMMUG00000037368.2			RF00001
ENSMMUG00000011895	ENSMMUG00000011895.3	PSKH1	Pskh1	PSKH1
ENSMMUG00000038297	ENSMMUG00000038297.1			
ENSMMUG00000005086	ENSMMUG00000005086.3	TGIF1	Tgif1	TGIF1
ENSMMUG00000023236	ENSMMUG00000023236.3	CHIC1	Chic1	CHIC1
ENSMMUG00000038397	ENSMMUG00000038397.1			
ENSMMUG00000039675	ENSMMUG00000039675.1			mml-mir-518a-1
ENSMMUG00000041748	ENSMMUG00000041748.1			
ENSMMUG00000042244	ENSMMUG00000042244.1	RNU6-579P		RF00026
ENSMMUG00000004351	ENSMMUG00000004351.3	HMGN3	Hmgn3	HMGN3
ENSMMUG00000006104	ENSMMUG00000006104.3	ENY2	Eny2	ENY2
ENSMMUG00000027118	ENSMMUG00000027118.2	MIR490	Mir490	mml-mir-490
ENSMMUG00000027922	ENSMMUG00000027922.2	RF00019		RF00019
ENSMMUG00000027038	ENSMMUG00000027038.2	MIR195	Mir195a	mml-mir-195
ENSMMUG00000047283	ENSMMUG00000047283.1	SPRR2D		SPRR2D
ENSMMUG00000038929	ENSMMUG00000038929.1		Gar1	
ENSMMUG00000041571	ENSMMUG00000041571.1			
ENSMMUG00000035503	ENSMMUG00000035503.2	RNU4-49P	Gm22005	RF00015
ENSMMUG00000034789	ENSMMUG00000034789.2			RF00001
ENSMMUG00000042098	ENSMMUG00000042098.1	RN7SL250P		RF00017
ENSMMUG00000028100	ENSMMUG00000028100.2	RF00019		RF00019
ENSMMUG00000044792	ENSMMUG00000044792.1			
ENSMMUG00000039555	ENSMMUG00000039555.1			
ENSMMUG00000041286	ENSMMUG00000041286.1	RN7SL88P		RF00017
ENSMMUG00000033747	ENSMMUG00000033747.2			
ENSMMUG00000041028	ENSMMUG00000041028.1			
ENSMMUG00000025726	ENSMMUG00000025726.2	RNU6-689P	Gm23242	RF00026
ENSMMUG00000038023	ENSMMUG00000038023.1			
ENSMMUG00000045291	ENSMMUG00000045291.1			RF00001
ENSMMUG00000046679	ENSMMUG00000046679.1	MIR1185-1		MIR1185-1
ENSMMUG00000024665	ENSMMUG00000024665.2	SNORA44	Snora44	RF00405
ENSMMUG00000043537	ENSMMUG00000043537.1			
ENSMMUG00000028053	ENSMMUG00000028053.2	RF00019		RF00019
ENSMMUG00000045809	ENSMMUG00000045809.1			
ENSMMUG00000036073	ENSMMUG00000036073.2	RNU6-158P	Gm22083	RF00026
ENSMMUG00000045618	ENSMMUG00000045618.1			
ENSMMUG00000047339	ENSMMUG00000047339.1		Sap18b	
ENSMMUG00000047339	ENSMMUG00000047339.1		Sap18	
ENSMMUG00000028563	ENSMMUG00000028563.2			MIR657
ENSMMUG00000017171	ENSMMUG00000017171.3	SCARF2	Scarf2	SCARF2
ENSMMUG00000047465	ENSMMUG00000047465.1	RN7SL69P		RF00017
ENSMMUG00000033879	ENSMMUG00000033879.2			
ENSMMUG00000026240	ENSMMUG00000026240.3	RF00019		RF00019
ENSMMUG00000045456	ENSMMUG00000045456.1			
ENSMMUG00000043489	ENSMMUG00000043489.1	RN7SL417P		RF00017
ENSMMUG00000043489	ENSMMUG00000043489.1	RF00017		RF00017
ENSMMUG00000043489	ENSMMUG00000043489.1	RN7SL818P		RF00017
ENSMMUG00000043489	ENSMMUG00000043489.1	RN7SL428P		RF00017
ENSMMUG00000043489	ENSMMUG00000043489.1	RN7SL331P		RF00017
ENSMMUG00000043489	ENSMMUG00000043489.1	RN7SL736P		RF00017
ENSMMUG00000043489	ENSMMUG00000043489.1	RN7SL725P		RF00017
ENSMMUG00000048575	ENSMMUG00000048575.1	RF00015	Gm22106	RF00015
ENSMMUG00000046633	ENSMMUG00000046633.1	MIR548AN		MIR548AN
ENSMMUG00000039660	ENSMMUG00000039660.1			RF00001
