scaffold,start,end,mid,sites,pi_Arctoides,pi_Sinica,pi_Nemestrina,pi_Fascicularis,dxy_Arctoides_Sinica,dxy_Arctoides_Nemestrina,dxy_Arctoides_Fascicularis,dxy_Sinica_Nemestrina,dxy_Sinica_Fascicularis,dxy_Nemestrina_Fascicularis,Fst_Arctoides_Sinica,Fst_Arctoides_Nemestrina,Fst_Arctoides_Fascicularis,Fst_Sinica_Nemestrina,Fst_Sinica_Fascicularis,Fst_Nemestrina_Fascicularis
chr1,43671276,43681574,43676457,71,0.0724,0.0676,0.1304,0.0742,0.1402,0.2405,0.1762,0.1933,0.1179,0.2486,0.3536,0.4281,0.4253,0.3417,0.2577,0.4399
chr1,43672898,43693564,43684625,125,0.0743,0.0801,0.0854,0.0922,0.1758,0.2041,0.2224,0.1735,0.189,0.2279,0.4106,0.4591,0.4649,0.3744,0.3843,0.4512
chr1,43691299,43704181,43696574,83,0.0546,0.0965,0.1462,0.0618,0.0901,0.1558,0.1671,0.1662,0.164,0.1774,0.0953,0.2314,0.4945,0.1679,0.3685,0.2833
chr1,43705944,43716040,43710099,73,0.1095,0.1498,0.1317,0.0614,0.147,0.2641,0.1563,0.2702,0.1677,0.2261,0.068,0.3936,0.3129,0.3341,0.248,0.4275
chr1,43765680,43782940,43776252,163,0.0432,0.0416,0.1661,0.0655,0.0889,0.2239,0.2562,0.2016,0.2251,0.2429,0.3739,0.3833,0.6557,0.3392,0.6208,0.3818
chr1,43773349,43920231,43845909,1390,0.038,0.0556,0.1598,0.082,0.1435,0.243,0.1961,0.2244,0.1764,0.2335,0.5302,0.4428,0.5322,0.3715,0.4456,0.3398
chr1,43943675,43953776,43950264,35,0.035,0.0202,0.1558,0.1161,0.2369,0.3242,0.3732,0.1252,0.1695,0.2522,0.8056,0.5668,0.6588,0.1877,0.4163,0.3154
chr1,43965013,44219610,44104099,1898,0.0456,0.0941,0.1338,0.0867,0.1189,0.2269,0.213,0.2263,0.2158,0.2141,0.2771,0.4549,0.5284,0.3498,0.424,0.3388
chr1,44194962,44243569,44214741,470,0.0437,0.0658,0.1252,0.0973,0.0809,0.2271,0.2647,0.2253,0.2614,0.2217,0.2071,0.4796,0.5794,0.4258,0.531,0.3478
chr1,44249975,44295888,44273727,220,0.0254,0.09,0.1224,0.0737,0.1353,0.2916,0.2998,0.2761,0.2919,0.2503,0.4229,0.6164,0.7134,0.466,0.5786,0.4592
chr1,44282188,44292305,44288661,78,0.0216,0.0891,0.1273,0.052,0.1391,0.3436,0.2982,0.3543,0.3273,0.2828,0.4522,0.6635,0.7797,0.5537,0.6662,0.5474
chr1,44291605,44301721,44296023,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
chr1,44298942,44338239,44319677,194,0.0178,0.0535,0.1312,0.0649,0.0983,0.3142,0.2579,0.2979,0.2372,0.2657,0.4892,0.637,0.7187,0.5483,0.6101,0.4867
chr1,44337986,44351024,44345195,56,0.0541,0.0841,0.1107,0.1637,0.1133,0.2754,0.3509,0.2608,0.3172,0.3053,0.2589,0.561,0.5224,0.4778,0.4404,0.386
chr1,44338254,44348334,44345195,56,0.0541,0.0841,0.1107,0.1637,0.1133,0.2754,0.3509,0.2608,0.3172,0.3053,0.2589,0.561,0.5224,0.4778,0.4404,0.386
chr1,44338873,44348977,44345195,56,0.0541,0.0841,0.1107,0.1637,0.1133,0.2754,0.3509,0.2608,0.3172,0.3053,0.2589,0.561,0.5224,0.4778,0.4404,0.386
chr1,44340187,44350256,44345195,56,0.0541,0.0841,0.1107,0.1637,0.1133,0.2754,0.3509,0.2608,0.3172,0.3053,0.2589,0.561,0.5224,0.4778,0.4404,0.386
chr1,44340728,44350797,44345195,56,0.0541,0.0841,0.1107,0.1637,0.1133,0.2754,0.3509,0.2608,0.3172,0.3053,0.2589,0.561,0.5224,0.4778,0.4404,0.386
chr1,44340728,44350795,44345195,56,0.0541,0.0841,0.1107,0.1637,0.1133,0.2754,0.3509,0.2608,0.3172,0.3053,0.2589,0.561,0.5224,0.4778,0.4404,0.386
chr1,44361811,44377360,44371637,199,0.0417,0.0739,0.1238,0.0764,0.1074,0.2691,0.2122,0.2718,0.2051,0.2412,0.3186,0.5511,0.5677,0.4881,0.4765,0.4348
chr1,44367147,44381379,44373400,207,0.0435,0.078,0.1211,0.0784,0.1071,0.2587,0.2208,0.2619,0.2128,0.2372,0.2941,0.539,0.5706,0.4707,0.4757,0.4283
chr1,44370002,44384958,44374887,171,0.0432,0.0895,0.1168,0.0801,0.0991,0.2409,0.2216,0.2625,0.2321,0.2301,0.2119,0.523,0.5674,0.4572,0.4802,0.4201
chr1,44380097,44390214,44386325,86,0.1033,0.1013,0.084,0.0584,0.1187,0.2304,0.2667,0.2151,0.2378,0.1822,0.0807,0.4435,0.5581,0.4189,0.5204,0.4578
chr1,44382171,44414184,44396304,250,0.1056,0.0931,0.1441,0.0531,0.1314,0.2297,0.2042,0.221,0.1965,0.1871,0.1498,0.3141,0.4658,0.3203,0.4812,0.3364
chr1,44412161,44563088,44478359,634,0.0802,0.0972,0.1264,0.0854,0.1335,0.2136,0.2094,0.1939,0.1851,0.185,0.2159,0.3682,0.4455,0.2862,0.3538,0.2886
chr1,44500869,44510980,44530891,234,0.0633,0.0964,0.1419,0.0741,0.1375,0.2337,0.2462,0.2145,0.2175,0.2294,0.2824,0.4109,0.574,0.3039,0.4547,0.3831
chr1,44572961,44591683,44583568,215,0.0752,0.0701,0.1542,0.0574,0.1328,0.2354,0.1787,0.2245,0.1715,0.209,0.311,0.3645,0.4768,0.3533,0.4751,0.355
chr1,44582662,44595873,44589119,188,0.0548,0.078,0.1566,0.0638,0.1376,0.212,0.203,0.2271,0.2167,0.2242,0.369,0.3542,0.5583,0.338,0.524,0.3673
chr1,44586757,44789333,44677494,775,0.0618,0.0511,0.1645,0.0754,0.1022,0.2114,0.1963,0.2066,0.1897,0.2135,0.3067,0.3214,0.4919,0.3336,0.5066,0.3029
chr1,44902466,44913582,44908206,67,0.045,0.0098,0.1602,0.0557,0.0902,0.3492,0.2128,0.3397,0.2157,0.2705,0.5557,0.5673,0.6265,0.6204,0.7282,0.4604
chr1,44904864,44927101,44916456,178,0.0605,0.0587,0.1015,0.0749,0.1425,0.2709,0.278,0.2507,0.2663,0.2577,0.4314,0.5612,0.6175,0.5373,0.6076,0.5087
chr1,44916319,44930807,44925330,112,0.0737,0.0915,0.0727,0.0448,0.1744,0.2196,0.3049,0.2151,0.2981,0.2787,0.3775,0.5217,0.6939,0.4689,0.6518,0.6715
chr1,44916943,45083309,44982169,555,0.0406,0.0916,0.1242,0.0485,0.1386,0.2713,0.2524,0.2598,0.2332,0.2868,0.3742,0.5556,0.7083,0.4342,0.5623,0.5662
chr1,45077434,45090910,45083512,96,0.0183,0.0888,0.1621,0.0431,0.1357,0.3022,0.2433,0.2681,0.2125,0.2937,0.4555,0.5618,0.7752,0.3828,0.5522,0.5171
chr1,45085656,45102223,45092943,98,0.0312,0.0717,0.1603,0.0548,0.1434,0.2986,0.3172,0.2833,0.3043,0.2871,0.4938,0.5361,0.7639,0.4403,0.6721,0.4862
chr1,45125267,45207971,45177532,380,0.0213,0.0402,0.1301,0.075,0.1392,0.2844,0.2812,0.2552,0.2454,0.2859,0.6578,0.6007,0.7029,0.5215,0.6225,0.4953
chr1,45200197,45214865,45207310,192,0.033,0.0614,0.123,0.0734,0.1196,0.3021,0.3014,0.2656,0.2605,0.3,0.4556,0.6105,0.7,0.5063,0.5986,0.5292
chr1,45206527,45270700,45232730,397,0.0281,0.067,0.1468,0.077,0.0904,0.3054,0.2668,0.2988,0.2524,0.3154,0.3296,0.5762,0.6686,0.4947,0.5668,0.501
chr1,45242246,45328353,45283184,323,0.0189,0.0778,0.1572,0.0707,0.1219,0.3155,0.2646,0.2978,0.2349,0.3178,0.4535,0.5851,0.7052,0.4556,0.5345,0.4995
chr1,45383315,45651777,45537393,995,0.1065,0.0449,0.14,0.0864,0.1416,0.2948,0.2823,0.2861,0.264,0.2701,0.322,0.4316,0.5079,0.5332,0.604,0.4307
chr1,45649258,45795883,45728451,704,0.0829,0.0697,0.1271,0.093,0.1046,0.2331,0.2351,0.2352,0.23,0.2321,0.1683,0.3995,0.4669,0.4313,0.4858,0.3745
chr1,45784494,45805724,45796066,206,0.0454,0.0838,0.1133,0.0898,0.136,0.2547,0.2603,0.2171,0.2147,0.2286,0.3759,0.5465,0.5896,0.3963,0.4363,0.4018
chr1,45798108,45817030,45805452,168,0.0264,0.079,0.1515,0.0824,0.1223,0.269,0.1992,0.234,0.1583,0.2379,0.4189,0.5249,0.5669,0.3597,0.3359,0.363
chr1,45812469,45839284,45827081,122,0.0406,0.0733,0.1884,0.0521,0.0958,0.2303,0.1426,0.2424,0.1474,0.2176,0.2712,0.3555,0.5185,0.3174,0.422,0.3173
chr1,45853126,45895726,45877488,198,0.0511,0.0683,0.127,0.0639,0.1116,0.2456,0.2212,0.2487,0.2203,0.189,0.3217,0.4894,0.5964,0.4577,0.5527,0.3517
chr1,45874289,45923818,45898612,220,0.0536,0.0678,0.1333,0.067,0.095,0.2223,0.2017,0.2179,0.1966,0.2078,0.2356,0.4294,0.5491,0.3892,0.5031,0.3733
chr1,45914141,45982090,45947679,225,0.0503,0.0744,0.1591,0.0543,0.1018,0.2488,0.221,0.2334,0.197,0.262,0.2565,0.429,0.6287,0.3527,0.5264,0.4523
chr1,45914328,45935901,45947679,225,0.0503,0.0744,0.1591,0.0543,0.1018,0.2488,0.221,0.2334,0.197,0.262,0.2565,0.429,0.6287,0.3527,0.5264,0.4523
chr1,45990860,46024166,46007413,273,0.0304,0.1124,0.1333,0.0993,0.1096,0.233,0.2415,0.2108,0.225,0.2442,0.2259,0.5017,0.5717,0.2808,0.3745,0.3719
chr1,46104301,46119749,46114102,188,0.0484,0.1156,0.1322,0.1069,0.1089,0.1902,0.1857,0.1958,0.1909,0.2066,0.1518,0.3765,0.4105,0.2406,0.2752,0.2806
chr1,46144173,46158957,46152001,245,0.0563,0.097,0.1215,0.1093,0.1293,0.1926,0.1929,0.2032,0.182,0.2044,0.2727,0.3888,0.4012,0.3195,0.2856,0.2908
chr1,46152726,46202565,46172804,579,0.0537,0.0897,0.1387,0.096,0.1259,0.2228,0.2104,0.2159,0.1958,0.2045,0.2918,0.4179,0.4786,0.3269,0.3677,0.2868
chr1,46268823,46280580,46275329,132,0.0356,0.0732,0.1317,0.0633,0.1413,0.2412,0.2264,0.2625,0.2336,0.2518,0.4658,0.5068,0.6448,0.4602,0.5637,0.468
chr1,46377034,46408862,46393761,383,0.0842,0.1053,0.1291,0.083,0.1477,0.2072,0.1781,0.2161,0.179,0.2211,0.2334,0.3395,0.374,0.3151,0.326,0.3713
chr1,46481688,46519382,46500236,286,0.0744,0.0532,0.145,0.1145,0.1786,0.1968,0.1846,0.1863,0.1861,0.1843,0.4954,0.3022,0.3283,0.3244,0.3794,0.1842
chr1,46676978,46696926,46686387,311,0.0668,0.0797,0.1708,0.0786,0.1012,0.1909,0.1489,0.1966,0.1463,0.1949,0.1722,0.2487,0.3534,0.2371,0.3092,0.2385
chr1,46747496,46821173,46783483,368,0.1374,0.0435,0.1792,0.0558,0.1192,0.225,0.2075,0.2102,0.1737,0.2376,0.1479,0.1868,0.392,0.3262,0.5644,0.3682
chr1,46830238,46883110,46858939,249,0.1019,0.0733,0.1653,0.0568,0.1219,0.2089,0.1818,0.214,0.1963,0.2364,0.1757,0.2351,0.4151,0.302,0.5201,0.3901
chr1,46935122,46946610,46940280,194,0.066,0.1051,0.2025,0.0425,0.1274,0.2182,0.1841,0.2038,0.1755,0.2012,0.2104,0.2543,0.5655,0.1505,0.4362,0.272
chr1,47261931,47499392,47377079,2339,0.0671,0.0895,0.1455,0.0819,0.1303,0.2238,0.1928,0.2203,0.1935,0.213,0.2656,0.3761,0.4522,0.3229,0.4002,0.3242
chr1,47788923,47826304,47808623,316,0.0672,0.0994,0.1728,0.0595,0.1449,0.2107,0.1615,0.2252,0.1792,0.2385,0.2873,0.292,0.4518,0.2632,0.4072,0.374
chr1,47862504,48045937,47952503,708,0.119,0.1245,0.1646,0.0561,0.156,0.2255,0.2308,0.2314,0.2369,0.2276,0.1333,0.2438,0.4764,0.2469,0.4751,0.3762
chr1,47908409,47918516,47974060,553,0.1205,0.131,0.1639,0.0522,0.1645,0.2317,0.2365,0.2381,0.2413,0.2241,0.1439,0.2556,0.4929,0.2511,0.4789,0.3796
chr1,48073562,49540930,48659801,6589,0.054,0.0685,0.1341,0.0884,0.1554,0.2465,0.2155,0.2381,0.2116,0.225,0.456,0.4695,0.5082,0.4241,0.4678,0.3571
chr1,48280472,48343311,48805636,5057,0.0531,0.0632,0.1311,0.0888,0.1526,0.2561,0.231,0.2504,0.2243,0.2351,0.4699,0.4927,0.5344,0.4626,0.5012,0.3816
chr1,49556316,49721924,49644330,1213,0.0251,0.071,0.1344,0.0759,0.1427,0.273,0.2554,0.2582,0.2339,0.2568,0.5181,0.5695,0.6664,0.4523,0.5342,0.4421
chr1,49994904,50413365,50193315,1771,0.0516,0.0463,0.1404,0.0663,0.1253,0.2998,0.2645,0.2953,0.2558,0.2959,0.4596,0.5366,0.6438,0.5413,0.6458,0.5087
chr1,50054871,50064971,50226342,1481,0.0538,0.0438,0.1382,0.0696,0.121,0.3022,0.2748,0.2945,0.261,0.3027,0.4469,0.5395,0.6415,0.5496,0.6481,0.5143
chr1,50136914,50147021,50265979,1121,0.0511,0.0453,0.138,0.0745,0.1183,0.2972,0.2749,0.2957,0.2714,0.303,0.4424,0.539,0.6342,0.5484,0.6427,0.5049
chr1,50520787,50540516,50532183,157,0.0461,0.0263,0.1462,0.0887,0.0941,0.3043,0.2704,0.2551,0.2211,0.2573,0.4658,0.5415,0.6031,0.5165,0.5821,0.3943
chr1,50635119,50714124,50681804,137,0.0774,0.0509,0.1716,0.0636,0.1297,0.2747,0.1776,0.3023,0.199,0.2251,0.3578,0.397,0.4483,0.4837,0.5626,0.3404
chr1,50661199,50671309,50689276,114,0.0791,0.0558,0.1638,0.0639,0.1358,0.262,0.1715,0.2984,0.2004,0.2242,0.3561,0.3871,0.4284,0.4837,0.5511,0.353
chr1,50773057,50783155,50777639,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
chr1,50788947,50799051,50797487,18,0.0588,0.0767,0.1056,0.0281,0.0797,0.355,0.2381,0.3874,0.2542,0.1661,0.0873,0.644,0.7134,0.6392,0.6852,0.4605
chr1,50794094,50841142,50821738,238,0.0554,0.0551,0.142,0.0822,0.124,0.2362,0.1936,0.2294,0.1944,0.2155,0.4044,0.4315,0.482,0.4201,0.4846,0.336
chr1,50845045,50913201,50876507,612,0.0515,0.0778,0.1276,0.0962,0.1081,0.2194,0.186,0.2321,0.2005,0.2285,0.2683,0.4419,0.4346,0.4075,0.4042,0.3595
chr1,50914135,51086008,50997750,812,0.0721,0.0646,0.1158,0.0531,0.1511,0.268,0.2889,0.2469,0.2677,0.2483,0.3978,0.5027,0.6611,0.4865,0.655,0.5194
chr1,50933689,50943796,51009673,697,0.069,0.0684,0.1178,0.0504,0.1471,0.2609,0.2764,0.2421,0.26,0.2454,0.3838,0.4944,0.6618,0.4663,0.6456,0.5176
chr1,51093859,51103960,51098126,30,0.0217,0.0952,0.1976,0.0433,0.1073,0.2343,0.261,0.244,0.2342,0.3273,0.313,0.3828,0.7796,0.2667,0.5701,0.4992
chr1,51178564,51361707,51286493,985,0.0465,0.0566,0.1414,0.0893,0.104,0.2762,0.2333,0.2623,0.2201,0.2508,0.3571,0.5142,0.5516,0.4735,0.5075,0.3902
chr1,51281305,51291427,51324473,574,0.0631,0.0545,0.1377,0.0789,0.1122,0.3079,0.233,0.2906,0.2246,0.2535,0.3311,0.5299,0.5422,0.5247,0.5489,0.4239
chr1,51352460,51462514,51394957,570,0.0505,0.0834,0.1325,0.08,0.1313,0.276,0.2117,0.2465,0.1922,0.2224,0.3441,0.5238,0.5342,0.4118,0.4171,0.3741
chr1,51401067,51411126,51435498,196,0.051,0.0821,0.1306,0.0967,0.0964,0.2037,0.1814,0.1818,0.1595,0.2088,0.1967,0.404,0.4238,0.2792,0.2904,0.3109
chr1,51494256,51576719,51532824,368,0.0457,0.1056,0.1191,0.089,0.1701,0.2174,0.175,0.2136,0.1802,0.194,0.4052,0.472,0.4463,0.3295,0.3128,0.3176
chr1,51571420,51581722,51575215,46,0.0279,0.0762,0.1275,0.1064,0.1335,0.182,0.1681,0.2013,0.1932,0.1646,0.4604,0.4226,0.4226,0.3475,0.3651,0.1788
chr1,51613372,51624437,51617969,37,0.0234,0.0356,0.1035,0.1022,0.2593,0.2619,0.2075,0.2582,0.1896,0.2211,0.8094,0.6304,0.5273,0.5967,0.4638,0.3777
chr1,51636183,51678915,51655196,264,0.0317,0.0626,0.16,0.0994,0.1719,0.245,0.2049,0.1961,0.1907,0.2184,0.5907,0.4592,0.5108,0.2937,0.409,0.2717
chr1,51731102,51741405,51735586,17,0.0714,0.0839,0.1525,0.0182,0.2738,0.1786,0.1667,0.2752,0.2806,0.2073,0.5793,0.245,0.6103,0.4201,0.7229,0.4591
chr1,51930498,51953860,51939849,206,0.1015,0.0718,0.1199,0.0677,0.1392,0.3013,0.2185,0.2649,0.1826,0.2153,0.2489,0.4845,0.4624,0.4905,0.4617,0.4159
chr1,51949105,52148649,52040922,873,0.0451,0.0524,0.1385,0.0734,0.1313,0.2589,0.245,0.2527,0.2347,0.2619,0.4801,0.4981,0.6153,0.4731,0.5845,0.448
chr1,51983144,52004096,52063632,669,0.0346,0.0517,0.1335,0.0703,0.1386,0.2629,0.2535,0.2674,0.2517,0.2738,0.5467,0.537,0.6584,0.5072,0.6173,0.482
chr1,52192659,52211175,52202362,78,0.0711,0.0425,0.1132,0.0726,0.0997,0.1488,0.1948,0.1149,0.1611,0.2023,0.2921,0.2513,0.4742,0.2061,0.478,0.3907
chr1,52279042,52301888,52290245,60,0.055,0.0732,0.1304,0.0671,0.1655,0.1685,0.1625,0.1651,0.176,0.1845,0.463,0.3083,0.4636,0.2531,0.4449,0.3244
chr1,52312940,52323236,52317090,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
chr1,52352839,52435894,52409246,187,0.0722,0.0704,0.1412,0.0523,0.144,0.2343,0.157,0.2185,0.1512,0.2315,0.3574,0.3948,0.4512,0.3675,0.4411,0.4402
chr1,52404744,52414886,52428957,96,0.0935,0.0522,0.153,0.0458,0.152,0.2491,0.1753,0.2077,0.1462,0.2529,0.3723,0.3578,0.4568,0.3584,0.5137,0.4687
chr1,52407449,52417554,52430493,90,0.0899,0.0484,0.1581,0.0484,0.1466,0.256,0.1793,0.2085,0.1468,0.2654,0.3791,0.3672,0.4674,0.3573,0.5173,0.4727
chr1,52449074,52522160,52494302,207,0.0443,0.1112,0.1077,0.0948,0.2087,0.2256,0.2344,0.186,0.1919,0.1952,0.4788,0.5178,0.5429,0.2762,0.3152,0.3306
chr1,52470953,52481238,52502560,170,0.0361,0.1144,0.1116,0.0867,0.21,0.2211,0.2203,0.1889,0.1862,0.1758,0.4944,0.5212,0.5631,0.2683,0.3142,0.2935
chr1,52509942,52549496,52528287,228,0.0268,0.1395,0.1145,0.0747,0.1686,0.1707,0.1378,0.203,0.1723,0.1578,0.3591,0.4359,0.4589,0.2462,0.2513,0.2667
chr1,52562950,52698553,52637939,565,0.0502,0.0948,0.1428,0.0879,0.1565,0.212,0.1594,0.2246,0.1767,0.1883,0.3873,0.3952,0.3992,0.3271,0.3311,0.2567
chr1,52700217,52730372,52717361,462,0.0711,0.0767,0.1536,0.0779,0.1573,0.2494,0.1773,0.2355,0.1748,0.2226,0.3811,0.3996,0.4197,0.3632,0.3995,0.3383
chr1,52725423,52790663,52747065,719,0.061,0.0906,0.1394,0.0902,0.1299,0.2311,0.1859,0.2157,0.1751,0.1944,0.2804,0.416,0.4282,0.3234,0.331,0.2738
chr1,52833807,52861196,52846357,225,0.0954,0.0816,0.1487,0.11,0.0932,0.2341,0.2135,0.2292,0.1982,0.1956,0.0282,0.3337,0.3605,0.3507,0.3557,0.2164
chr1,52849206,52868358,52858206,149,0.066,0.0738,0.1775,0.0661,0.0674,0.2464,0.2196,0.2394,0.2064,0.2149,-0.02,0.3583,0.5508,0.3305,0.509,0.3013
chr1,52864621,52886217,52876742,68,0.0629,0.0254,0.1593,0.0482,0.0425,0.3287,0.2522,0.3331,0.2648,0.2753,-0.0213,0.5165,0.6555,0.5871,0.7578,0.4856
chr1,52884919,52974985,52936621,877,0.0573,0.0789,0.1576,0.0841,0.0955,0.2683,0.2342,0.2602,0.2205,0.2202,0.1802,0.4494,0.543,0.3958,0.4726,0.312
chr1,53137033,53383253,53250246,2524,0.0541,0.0931,0.1439,0.0849,0.1644,0.2437,0.2246,0.2346,0.211,0.2185,0.4023,0.4436,0.5331,0.3482,0.4214,0.3327
chr1,53323139,53333203,53353661,586,0.0527,0.0878,0.1486,0.0893,0.126,0.2336,0.194,0.2324,0.1896,0.2401,0.3021,0.419,0.4686,0.3452,0.3754,0.3578
chr1,53400058,53567173,53493191,761,0.092,0.0905,0.1317,0.0791,0.1195,0.2321,0.1764,0.2275,0.1689,0.198,0.1445,0.3698,0.3616,0.3636,0.3456,0.3246
chr1,53405484,53415620,53496334,735,0.0953,0.0891,0.1332,0.0763,0.1207,0.2338,0.1762,0.226,0.165,0.199,0.1445,0.3634,0.361,0.3606,0.3467,0.3306
chr1,53405993,53416129,53497584,725,0.0967,0.0895,0.1335,0.074,0.1218,0.2364,0.1764,0.2278,0.1643,0.1988,0.1439,0.365,0.3647,0.3625,0.3505,0.3349
chr1,53478854,53488958,53519576,534,0.106,0.0896,0.123,0.0759,0.122,0.2485,0.1841,0.2399,0.1744,0.206,0.1189,0.3897,0.3565,0.4067,0.3718,0.3693
chr1,53561995,53588238,53573774,131,0.0642,0.0905,0.142,0.0828,0.1407,0.2518,0.256,0.2253,0.2245,0.2725,0.309,0.4404,0.5627,0.3386,0.4578,0.4385
chr1,53617883,53648195,53630861,277,0.1084,0.1239,0.1346,0.0745,0.1572,0.2345,0.1877,0.2295,0.1883,0.1697,0.1615,0.3365,0.363,0.2973,0.3296,0.2552
chr1,53677902,53697392,53686152,108,0.1042,0.0917,0.1098,0.074,0.1263,0.2239,0.2007,0.2107,0.1795,0.2093,0.136,0.3734,0.4036,0.3731,0.3844,0.4095
chr1,53700970,53734550,53717025,237,0.095,0.0688,0.1564,0.0766,0.1169,0.2322,0.1898,0.2253,0.1873,0.2003,0.1891,0.3161,0.3935,0.353,0.452,0.2851
chr1,53724728,53779832,53755780,268,0.0638,0.0886,0.1263,0.0977,0.1463,0.1954,0.1929,0.2231,0.2088,0.2063,0.334,0.3654,0.4158,0.3698,0.394,0.3115
chr1,53812599,53835606,53819748,166,0.0693,0.1163,0.167,0.071,0.1564,0.2168,0.1653,0.2163,0.1603,0.1822,0.2721,0.313,0.4165,0.2232,0.28,0.2291
chr1,53873813,53910161,53897196,265,0.0308,0.0668,0.1727,0.0939,0.1565,0.2571,0.2074,0.2196,0.1688,0.2377,0.5462,0.4545,0.5338,0.3126,0.3618,0.3013
chr1,53901449,54093833,53993363,2477,0.0535,0.0926,0.1436,0.088,0.1646,0.2432,0.2181,0.2429,0.2171,0.2226,0.4058,0.4446,0.5148,0.3655,0.4264,0.335
chr1,54223367,54293664,54260310,593,0.063,0.1047,0.1546,0.0884,0.125,0.2293,0.1923,0.2099,0.171,0.2102,0.2114,0.3766,0.4425,0.2523,0.2918,0.286
chr1,54281549,54306536,54292075,209,0.0214,0.1229,0.1498,0.0878,0.1361,0.2107,0.1953,0.2216,0.186,0.2147,0.3256,0.4436,0.5558,0.2543,0.2928,0.3067
chr1,54383192,54421681,54403680,158,0.0283,0.0685,0.1715,0.1221,0.177,0.2249,0.1897,0.2159,0.1978,0.2334,0.5919,0.4056,0.4244,0.3036,0.3529,0.2418
chr1,54425118,54443006,54435174,122,0.0368,0.127,0.1477,0.0923,0.1617,0.2027,0.1986,0.2145,0.2009,0.196,0.3472,0.395,0.5077,0.2346,0.31,0.2566
chr1,54449099,54481079,54464441,246,0.0895,0.1097,0.1234,0.1064,0.1586,0.2137,0.1891,0.2116,0.1831,0.207,0.2445,0.3548,0.3268,0.3078,0.2688,0.2993
chr1,54476252,54518771,54495412,223,0.0388,0.1419,0.1296,0.1028,0.1416,0.2216,0.1596,0.2157,0.1782,0.2145,0.2361,0.4707,0.3832,0.2432,0.1976,0.3119
chr1,54516415,54562655,54537062,220,0.0369,0.0826,0.1456,0.0902,0.13,0.218,0.2066,0.1902,0.1686,0.2061,0.3909,0.431,0.5283,0.2669,0.3328,0.29
chr1,54632274,54654242,54644648,282,0.1009,0.1384,0.1077,0.0636,0.1611,0.1878,0.1929,0.1964,0.2044,0.1615,0.1589,0.3038,0.4228,0.2455,0.3632,0.3262
chr1,54650537,54671278,54658338,268,0.0565,0.1442,0.1762,0.0544,0.1335,0.1664,0.113,0.2045,0.1478,0.1665,0.1527,0.1903,0.3547,0.1311,0.216,0.2021
chr1,54685326,54721293,54704552,420,0.0545,0.1101,0.141,0.0847,0.2064,0.2236,0.1844,0.2208,0.1816,0.1862,0.4511,0.4126,0.4576,0.2927,0.3172,0.2623
chr1,54712773,54871897,54785166,1261,0.0543,0.0581,0.1529,0.1017,0.1239,0.2349,0.2173,0.2322,0.2112,0.2308,0.3966,0.4088,0.4746,0.3958,0.4548,0.3062
chr1,55033104,55043432,55038681,135,0.0797,0.0959,0.1228,0.1082,0.1141,0.1817,0.1475,0.1988,0.1609,0.1755,0.1403,0.3024,0.2272,0.3087,0.2316,0.2167
chr1,55061561,55071668,55069213,53,0.0626,0.157,0.1367,0.0665,0.2065,0.2845,0.2738,0.1936,0.1747,0.143,0.3247,0.503,0.63,0.1479,0.2399,0.1844
chr1,55151495,55161597,55155835,41,0.0964,0.052,0.1266,0.1214,0.0895,0.2486,0.2119,0.2143,0.1724,0.2388,0.1012,0.4014,0.3291,0.4329,0.3302,0.3287
chr1,56316251,56386565,56352923,450,0.0457,0.08,0.1412,0.0865,0.1736,0.231,0.1997,0.2312,0.2019,0.199,0.4899,0.4451,0.5051,0.3729,0.4276,0.2899
chr1,56387990,56471495,56429269,657,0.093,0.1135,0.1064,0.0839,0.1564,0.1938,0.1573,0.1814,0.1515,0.1627,0.2192,0.3399,0.2925,0.2616,0.2238,0.2758
chr1,56522851,56595546,56564544,511,0.0392,0.1251,0.1515,0.0958,0.157,0.2169,0.2182,0.1965,0.1969,0.187,0.3319,0.4101,0.5263,0.1866,0.2962,0.2183
chr1,56595001,56644303,56620418,479,0.0557,0.1022,0.1455,0.0858,0.1297,0.1986,0.1557,0.1847,0.136,0.183,0.2595,0.3471,0.3806,0.2115,0.1927,0.2417
chr1,56660699,56968622,56811619,2873,0.0869,0.1083,0.1316,0.08,0.1483,0.1898,0.1603,0.192,0.1624,0.1758,0.2207,0.2867,0.3282,0.2469,0.281,0.2657
chr1,58109785,58208947,58156737,600,0.0657,0.0799,0.1253,0.0899,0.1283,0.2133,0.1865,0.2079,0.1803,0.1738,0.2937,0.4024,0.4191,0.3588,0.3702,0.2495
chr1,58225419,58235718,58229811,22,0.0644,0.1367,0.1667,0.0885,0.1704,0.2373,0.1687,0.2121,0.1037,0.1591,0.2748,0.365,0.3837,0.1785,-0.0454,0.1198
chr1,58235293,58247934,58241521,132,0.0553,0.1185,0.1144,0.0766,0.3176,0.296,0.2988,0.2139,0.252,0.23,0.5916,0.5758,0.6455,0.3135,0.4629,0.4334
